set_no,card_no,row_no,c1,c2,c3,c4,c5,c6,c7,c8,c9
117,2,2,,14,,30,,53,,74,89
117,2,3,,17,,39,,55,67,,90
117,3,1,,15,,34,,54,66,,88
117,3,2,5,,24,36,,57,,70,
117,3,3,8,,28,,44,,69,77,
117,4,1,,10,21,,42,,61,,84
117,4,2,4,16,,32,48,,,72,
117,4,3,9,,29,37,,52,,,87
117,5,1,1,,22,,40,,63,75,
117,5,2,,11,26,,46,,68,,81
117,5,3,,18,,38,,59,,78,86
117,6,1,3,,25,,45,,60,71,
117,6,2,,12,,35,,50,64,,82
117,6,3,,19,27,,49,56,,79,
118,1,1,,10,,30,,52,,74,83
118,1,2,6,,24,,43,,63,,86
118,1,3,,14,,33,,58,69,,89
118,2,1,2,,28,,42,,60,72,
118,2,2,9,,29,,,51,67,76,
118,2,3,,17,,38,,57,,77,84
118,3,1,,16,20,,45,,66,,88
118,3,2,5,19,,37,,50,,73,
118,3,3,7,,27,,49,56,,79,
118,4,1,,12,,31,,53,62,,81
118,4,2,1,,23,,44,,,70,82
118,4,3,,18,,34,48,,64,,90
118,5,1,3,,22,35,,54,,71,
118,5,2,8,,25,,41,59,,75,
118,5,3,,11,,39,47,,68,,85
118,6,1,,13,,32,40,,61,,80
118,6,2,4,,21,36,,55,,78,
118,6,3,,15,26,,46,,65,,87
119,1,1,7,,20,,43,,61,70,
119,1,2,,12,,31,,52,69,,83
119,1,3,,17,26,,,58,,77,86
119,2,1,3,,25,,40,,62,,84
119,2,2,,14,,34,,51,66,75,
119,2,3,,19,,37,47,56,,78,
119,3,1,,16,,33,45,,65,,87
119,3,2,8,,24,36,,53,,71,
119,3,3,,18,,38,,57,,79,90
119,4,1,5,,21,,42,54,,74,
119,4,2,6,,27,,48,,60,,85
119,4,3,,13,,39,,59,,76,89
119,5,1,,11,,30,41,,63,,80
119,5,2,2,,22,35,,55,,73,
119,5,3,,15,29,,44,,68,,82
119,6,1,1,,23,,46,,64,,81
119,6,2,4,10,,32,,50,,72,
119,6,3,9,,28,,49,,67,,88
120,1,1,1,14,,33,,56,,,80
120,1,2,7,,29,,43,,62,,85
120,1,3,,18,,37,,58,,79,88
120,2,1,,12,,32,,52,,73,81
120,2,2,4,,20,36,,57,,78,
120,2,3,,15,26,,46,,63,,90
120,3,1,,11,22,,45,,64,72,
120,3,2,,17,,31,48,,65,76,
120,3,3,6,,27,39,,53,69,,
120,4,1,2,,23,,40,,61,,84
120,4,2,8,,25,,47,,66,70,
120,4,3,,13,,34,,59,,75,87
120,5,1,,10,,35,,50,,71,82
120,5,2,3,,24,,41,55,,77,
120,5,3,9,,,38,49,,67,,89
120,6,1,,16,21,,42,,60,,83
120,6,2,,19,,30,,51,68,,86
120,6,3,5,,28,,44,54,,74,
121,1,1,,11,,32,41,53,,73,
121,1,2,2,,20,,43,,62,,82
121,1,3,,19,,37,47,,66,77,
121,2,1,,14,,30,,54,64,,81
121,2,2,6,,22,,,58,,74,87
121,2,3,,17,,36,48,,67,,89
121,3,1,5,,26,,44,,61,,80
121,3,2,,16,,35,,52,69,,86
121,3,3,9,,29,,49,,,75,90
121,4,1,,12,25,,42,,60,,83
121,4,2,1,18,,31,,50,,72,
121,4,3,8,,27,39,,57,,76,
121,5,1,3,,21,,40,56,,71,
121,5,2,7,,24,,46,,63,79,
121,5,3,,13,,33,,59,65,,84
121,6,1,,10,,34,,51,,70,85
121,6,2,4,,23,38,,55,,78,
121,6,3,,15,28,,45,,68,,88
122,1,1,,14,,30,43,,63,,82
122,1,2,1,,22,39,,51,,78,
122,1,3,,15,27,,48,56,,79,
122,2,1,,10,21,,44,,61,,83
122,2,2,2,16,,32,,52,,73,
122,2,3,9,,28,,46,,68,,90
122,3,1,,11,,31,,53,,70,84
122,3,2,4,,20,,45,,64,,86
122,3,3,,19,,38,,59,69,,88
122,4,1,5,,23,,42,,62,71,
122,4,2,8,,26,,47,50,67,,
122,4,3,,17,,35,,57,,77,85
122,5,1,,13,,34,41,,60,,81
122,5,2,3,,24,36,,55,,72,
122,5,3,7,,29,,49,,66,74,
122,6,1,,12,,33,,54,,75,80
122,6,2,6,,25,,40,,65,,87
122,6,3,,18,,37,,58,,76,89
123,1,1,5,12,,30,,52,,71,
123,1,2,9,,23,,42,,65,,82
123,1,3,,16,26,,49,,68,76,
123,2,1,3,,21,,40,53,,,80
123,2,2,,10,28,,45,,62,,84
123,2,3,,17,,32,,58,,79,90
123,3,1,,14,,34,46,,61,70,
123,3,2,7,,25,37,,,67,,85
123,3,3,,19,,39,,50,69,75,
123,4,1,,11,,33,,54,,72,83
123,4,2,1,,22,,43,,60,73,
123,4,3,6,,,35,48,56,,77,
123,5,1,,13,,31,44,,63,,87
123,5,2,2,,20,38,,51,,74,
123,5,3,8,,27,,47,57,,,89
123,6,1,4,,24,,41,,64,,81
123,6,2,,15,29,,,55,66,,86
123,6,3,,18,,36,,59,,78,88
124,1,1,,12,,34,,51,62,70,
124,1,2,8,,25,,40,,66,,83
124,1,3,,18,,37,,59,69,,88
124,2,1,,11,,32,,52,,71,86
124,2,2,6,,23,,43,56,,76,
124,2,3,7,,28,,47,,63,,89
124,3,1,,15,,30,,55,,72,80
124,3,2,5,,22,39,,,64,,87
124,3,3,,19,29,,46,,68,79,
124,4,1,,10,,33,,50,61,,82
124,4,2,3,,24,,41,57,,75,
124,4,3,9,,,35,48,,65,,90
124,5,1,1,,20,,42,,,74,81
124,5,2,,14,26,,44,53,,78,
124,5,3,,17,,36,49,,67,,84
124,6,1,2,13,,31,,54,,73,
124,6,2,4,,21,38,,58,,77,
124,6,3,,16,27,,45,,60,,85
125,1,1,,12,,31,,52,63,,83
125,1,2,1,,20,,42,,68,70,
125,1,3,,,29,35,,55,,77,89
125,2,1,,13,22,,41,,64,,82
125,2,2,2,19,,30,,51,,73,
125,2,3,8,,27,,46,54,,,87
125,3,1,3,,25,,45,,65,,81
125,3,2,,14,,34,49,56,,76,
125,3,3,4,18,,37,,57,,,86
125,4,1,,10,,32,,50,62,71,
125,4,2,5,,21,38,,53,,72,
125,4,3,,15,26,,43,,69,,80
125,5,1,6,,23,,40,,61,75,
125,5,2,9,,28,,47,,66,,84
125,5,3,,16,,39,,58,,78,90
125,6,1,7,,24,,44,,60,,85
125,6,2,,11,,33,48,,67,74,
125,6,3,,17,,36,,59,,79,88
126,1,1,,16,,34,,50,63,,84
126,1,2,1,,20,,43,,65,,85
126,1,3,8,,26,39,,57,,75,
126,2,1,5,,22,,42,,60,,87
126,2,2,,13,,32,,52,,74,89
126,2,3,,19,28,,48,56,,78,
126,3,1,6,,27,,45,55,,76,
126,3,2,,12,,31,49,,61,,80
126,3,3,,18,,36,,59,67,,88
126,4,1,,10,21,,40,,64,,83
126,4,2,,14,,33,,51,66,72,
126,4,3,2,,25,38,,58,,79,
126,5,1,3,,24,,41,,62,,82
126,5,2,7,15,,35,,53,,71,
126,5,3,9,,,37,47,,69,77,
126,6,1,4,,23,,44,,68,,81
126,6,2,,11,,30,,54,,70,86
126,6,3,,17,29,,46,,,73,90
127,1,1,,13,,30,41,,64,,81
127,1,2,4,,20,39,,52,,72,
127,1,3,,18,27,,45,57,,79,
127,2,1,,12,,32,,50,65,,83
127,2,2,3,,21,,40,,,71,86
127,2,3,,15,,35,48,,68,,89
127,3,1,7,,22,,42,,66,,80
127,3,2,,19,,36,,51,,70,88
127,3,3,8,,26,,47,,69,77,
127,4,1,,14,23,31,,53,,73,
127,4,2,1,,29,,43,,62,,84
127,4,3,5,17,,37,,59,,76,
127,5,1,2,,24,,44,,61,74,
127,5,2,,10,,33,,54,67,,82
127,5,3,9,,28,,46,56,,78,
127,6,1,,11,,34,,55,60,,85
127,6,2,,16,,38,,58,,75,87
127,6,3,6,,25,,49,,63,,90
128,1,1,,13,,31,,52,,70,81
128,1,2,1,,23,,40,,62,76,
128,1,3,,19,,36,46,,69,,83
128,2,1,5,,20,,41,54,,72,
128,2,2,,11,,32,47,,63,,85
128,2,3,7,,27,37,,56,,77,
128,3,1,,14,,33,,50,,73,87
128,3,2,6,,21,,42,,64,78,
128,3,3,,17,26,,48,,67,,89
128,4,1,,12,,30,,53,,71,80
128,4,2,2,,24,,45,,60,,82
128,4,3,8,,29,35,,58,,75,
128,5,1,,10,,34,,51,66,,84
128,5,2,3,,25,,44,55,,74,
128,5,3,,15,,38,49,,68,,86
128,6,1,4,,22,,43,,61,,88
128,6,2,9,16,28,,,57,65,,
128,6,3,,18,,39,,59,,79,90
129,1,1,,10,,33,,52,,72,82
129,1,2,9,,23,,40,,61,79,
129,1,3,,19,,34,,55,66,,87
129,2,1,,14,,31,,56,,70,83
129,2,2,3,,20,,43,,63,,86
129,2,3,,17,,35,47,,,74,90
129,3,1,,13,,32,46,,65,,85
129,3,2,6,,25,37,,58,,76,
129,3,3,8,,27,,49,,69,,89
129,4,1,,11,22,36,,54,,73,
129,4,2,2,,24,,41,,60,78,
129,4,3,,15,,39,,59,67,,81
129,5,1,,12,21,,42,,62,,80
129,5,2,1,16,,30,,51,,75,
129,5,3,4,,28,,45,57,,77,
129,6,1,5,,26,,44,,64,,84
129,6,2,7,,29,,48,50,,71,
129,6,3,,18,,38,,53,68,,88
130,1,1,,18,,30,,54,,74,81
130,1,2,7,,23,,43,59,,77,
130,1,3,,19,,34,45,,67,,86
130,2,1,,12,,32,40,,61,,80
130,2,2,6,,27,37,,51,65,,
130,2,3,,16,29,,44,58,,79,
130,3,1,1,15,,38,,50,,73,
130,3,2,5,,28,,,56,62,,82
130,3,3,,17,,39,49,,66,,87
130,4,1,,14,,33,,52,,70,83
130,4,2,2,,20,,42,,68,78,
130,4,3,8,,24,,46,,69,,88
130,5,1,,10,,31,41,,60,,84
130,5,2,3,,21,36,,53,,71,
130,5,3,9,,26,,47,,63,76,
130,6,1,,11,22,,48,,64,,85
130,6,2,,13,,35,,55,,72,89
130,6,3,4,,25,,,57,,75,90
131,1,1,,14,,31,,50,,72,81
131,1,2,1,,22,,41,,62,76,
131,1,3,,17,28,38,,55,69,,
131,2,1,3,,21,,43,,61,70,
131,2,2,,10,29,,,53,68,,86
131,2,3,,16,,30,47,58,,77,
131,3,1,,15,,34,,57,,71,83
131,3,2,6,,24,,44,,64,,88
131,3,3,,19,,36,,59,,79,90
131,4,1,,11,,32,40,,63,,82
131,4,2,2,,23,37,,52,,73,
131,4,3,9,,27,,49,,65,,87
131,5,1,4,,20,,42,,60,,85
131,5,2,7,,26,35,,51,,74,
131,5,3,,12,,39,46,,67,,89
131,6,1,,13,,33,,54,,75,80
131,6,2,5,18,,,45,56,,,84
131,6,3,8,,25,,48,,66,78,
132,1,1,,11,20,,44,,64,,81
132,1,2,5,15,,33,,51,,72,
132,1,3,8,,25,,48,,67,,86
132,2,1,2,,23,,45,,65,,82
132,2,2,9,,,30,49,50,,73,
132,2,3,,14,,34,,56,,78,88
132,3,1,4,,26,,46,,60,,83
132,3,2,,10,29,,,55,,74,87
132,3,3,,18,,39,,57,69,,90
132,4,1,,12,,32,,52,63,,84
132,4,2,1,,21,37,,59,,70,
132,4,3,7,,24,,43,,66,76,
132,5,1,3,,22,31,,53,,71,
132,5,2,,13,28,,41,58,,75,
132,5,3,,16,,35,47,,62,,85
132,6,1,6,,27,,40,,61,77,
132,6,2,,17,,36,42,,68,,80
132,6,3,,19,,38,,54,,79,89
133,1,1,2,,23,36,,53,,71,
133,1,2,9,,27,,40,58,,77,
133,1,3,,10,,39,47,,63,,80
133,2,1,,12,,33,,50,62,,82
133,2,2,4,,24,,,52,,73,88
133,2,3,,16,28,,46,,69,76,
133,3,1,,15,,34,45,,60,,84
133,3,2,8,,20,37,,56,,74,
133,3,3,,19,29,,49,,61,,87
133,4,1,,14,,32,41,,64,,81
133,4,2,1,18,,35,,54,,,86
133,4,3,6,,21,,43,,,70,90
133,5,1,,11,,31,,51,65,75,
133,5,2,3,,22,,42,,67,,83
133,5,3,,17,25,,48,57,,79,
133,6,1,5,,26,,44,,66,72,
133,6,2,7,,,30,,55,,78,85
133,6,3,,13,,38,,59,68,,89
134,1,1,,10,,31,,53,,72,81
134,1,2,3,,22,,42,58,,76,
134,1,3,,14,25,,46,,63,,86
134,2,1,,15,,32,,50,64,,82
134,2,2,5,,24,,41,56,,71,
134,2,3,,17,,38,45,,68,77,
134,3,1,,16,,34,,52,,70,83
134,3,2,7,,23,,40,,65,78,
134,3,3,,,28,39,47,,69,,89
134,4,1,2,,21,,43,,62,,80
134,4,2,6,11,,30,,54,,73,
134,4,3,9,,26,37,,57,,79,
134,5,1,1,12,,,44,55,,74,
134,5,2,8,,29,,49,,61,,84
134,5,3,,13,,35,,59,66,,88
134,6,1,4,18,,33,,,60,,85
134,6,2,,,20,36,,51,,75,87
134,6,3,,19,27,,48,,67,,90
135,1,1,4,,23,,44,50,,71,
135,1,2,,11,26,,47,,65,,87
135,1,3,,17,,32,49,58,,77,
135,2,1,,14,,31,43,,63,,80
135,2,2,5,,,36,,53,,70,90
135,2,3,7,,24,,46,,64,78,
135,3,1,,18,,30,,56,62,,83
135,3,2,,19,25,,45,,66,74,
135,3,3,8,,29,37,,57,69,,
135,4,1,,13,,33,,51,,72,86
135,4,2,1,,22,,40,,60,,88
135,4,3,3,16,,39,,59,,76,
135,5,1,,10,,34,,52,,73,81
135,5,2,2,,21,,41,,,79,85
135,5,3,,15,27,,48,,68,,89
135,6,1,,12,,35,,54,61,,82
135,6,2,6,,20,38,,55,,75,
135,6,3,9,,28,,42,,67,,84
136,1,1,1,,22,32,,55,,73,
136,1,2,6,,29,,41,,60,77,
136,1,3,,15,,34,49,,67,,82
136,2,1,,11,,35,,50,62,,81
136,2,2,5,,25,,40,59,,74,
136,2,3,7,,,37,47,,66,,86
136,3,1,,12,,,44,51,65,,84
136,3,2,8,,21,,,58,,75,89
136,3,3,,18,27,,48,,,79,90
136,4,1,,10,,31,,56,,70,85
136,4,2,2,,23,,42,,61,78,
136,4,3,,16,,33,46,,68,,88
136,5,1,,13,,30,43,,63,,80
136,5,2,3,,20,39,,53,,71,
136,5,3,9,17,28,,,54,,76,
136,6,1,,14,,36,,52,64,,83
136,6,2,4,,24,,45,,69,,87
136,6,3,,19,26,38,,57,,72,
137,1,1,,13,,31,,51,,70,82
137,1,2,1,,23,,42,56,,75,
137,1,3,2,17,,38,47,,62,,
137,2,1,3,,22,34,,54,,71,
137,2,2,5,,27,,41,,63,76,
137,2,3,,12,,39,,58,67,,84
137,3,1,,16,,35,40,,64,,81
137,3,2,6,,26,,46,,,72,86
137,3,3,,18,,37,,59,,77,89
137,4,1,4,,20,32,,53,,73,
137,4,2,8,,24,,43,,61,,80
137,4,3,,11,28,,49,,66,,87
137,5,1,,10,,33,,50,65,,83
137,5,2,7,,21,,44,55,,74,
137,5,3,,14,29,,48,,69,78,
137,6,1,,15,,30,,52,60,,85
137,6,2,9,,25,,45,,68,,88
137,6,3,,19,,36,,57,,79,90
138,1,1,1,,23,,40,,60,,85
138,1,2,,15,,31,44,,61,73,
138,1,3,,17,,36,,57,,78,87
138,2,1,,10,,35,41,,62,,83
138,2,2,5,,21,,47,55,,74,
138,2,3,,16,24,,,58,65,76,
138,3,1,,11,,30,,52,63,,82
138,3,2,6,,26,34,,56,,75,
138,3,3,,19,29,,42,,69,,89
138,4,1,,12,,32,43,,66,,80
138,4,2,2,18,,38,,50,,72,
138,4,3,8,,22,,49,54,,77,
138,5,1,3,,20,,45,53,,71,
138,5,2,4,,28,,48,,67,,84
138,5,3,,13,,37,,59,,79,90
138,6,1,7,,25,,46,,64,,81
138,6,2,,14,,33,,51,,70,86
138,6,3,9,,27,39,,,68,,88
139,1,1,,10,21,,40,,62,,84
139,1,2,1,13,,34,,52,,71,
139,1,3,6,,26,,47,,66,76,
139,2,1,,11,,33,43,,61,,85
139,2,2,7,,20,,46,53,,72,
139,2,3,9,,27,38,,56,,75,
139,3,1,,14,,32,,55,,70,81
139,3,2,5,,22,,45,,60,,86
139,3,3,,17,28,37,,58,,74,
139,4,1,2,,23,,41,50,,73,
139,4,2,8,,29,,48,,65,77,
139,4,3,,12,,39,,57,67,,80
139,5,1,,16,,30,42,,63,,83
139,5,2,4,,24,,49,,68,,88
139,5,3,,18,,35,,59,,79,90
139,6,1,,15,,31,,51,64,,82
139,6,2,3,,25,,,54,69,,87
139,6,3,,19,,36,44,,,78,89
140,1,1,,12,,30,,53,,71,82
140,1,2,1,,23,,43,,63,,87
140,1,3,7,,29,,45,,65,78,
140,2,1,,10,,31,,54,64,,80
140,2,2,3,,24,,42,56,,72,
140,2,3,9,15,,37,46,,67,,
140,3,1,,11,,32,,55,,73,86
140,3,2,5,,25,,41,,66,,90
140,3,3,,16,,34,47,,68,77,
140,4,1,,13,,33,,51,60,,81
140,4,2,2,,22,38,,59,,76,
140,4,3,8,,28,,44,,,79,84
140,5,1,4,,21,,,50,61,,83
140,5,2,,14,,35,,52,,75,88
140,5,3,,18,27,,49,,69,,89
140,6,1,6,,20,,40,57,,70,
140,6,2,,17,,36,48,,62,,85
140,6,3,,19,26,39,,58,,74,
141,1,1,,10,,32,,52,62,,84
141,1,2,1,,20,,42,57,,71,
141,1,3,9,18,,36,49,,,74,
141,2,1,,11,,30,40,,61,73,
141,2,2,6,,21,37,,51,67,,
141,2,3,,16,26,,41,55,,,82
141,3,1,,15,,31,,50,,77,83
141,3,2,8,,25,,46,,60,,88
141,3,3,,19,,35,,59,66,,89
141,4,1,,12,,33,,53,,75,81
141,4,2,2,,22,,43,,64,78,
141,4,3,7,,28,38,,56,,79,
141,5,1,3,,23,,44,,63,70,
141,5,2,5,,27,,48,,69,,85
141,5,3,,13,,39,,58,,72,87
141,6,1,4,,24,,45,,65,,80
141,6,2,,14,,34,,54,,76,86
141,6,3,,17,29,,47,,68,,90
142,1,1,,14,,33,40,,62,,84
142,1,2,5,,,36,46,,67,,86
142,1,3,,,20,38,,59,,79,87
142,2,1,3,,21,,43,,61,,83
142,2,2,,13,,30,,52,65,,88
142,2,3,,15,27,,45,58,,72,
142,3,1,,12,,31,,54,64,,85
142,3,2,7,,22,,44,57,,71,
142,3,3,,16,28,,47,,66,76,
142,4,1,,17,,32,,50,,73,82
142,4,2,1,,24,39,,55,,77,
142,4,3,6,,29,,49,,68,,90
142,5,1,,10,23,,42,,60,,80
142,5,2,2,19,,34,,51,,74,
142,5,3,9,,26,,48,,69,78,
142,6,1,4,,25,,41,,63,,81
142,6,2,,11,,35,,53,,70,89
142,6,3,8,18,,37,,56,,75,
143,1,1,,14,22,,40,53,,72,
143,1,2,3,,28,,43,,61,,82
143,1,3,,18,,39,,58,67,,89
143,2,1,,10,,31,42,,,73,85
143,2,2,5,,23,,,,63,78,86
143,2,3,9,,26,,48,,66,,88
143,3,1,6,,24,36,,51,,74,
143,3,2,,11,29,,47,55,,79,
143,3,3,,16,,37,49,,64,,80
143,4,1,,15,,32,,50,62,,81
143,4,2,1,,21,35,,54,,71,
143,4,3,4,,27,,44,,69,77,
143,5,1,,13,,33,41,,60,70,
143,5,2,2,,20,,46,56,,76,
143,5,3,8,19,,34,,59,,,83
143,6,1,,12,,30,,52,,75,84
143,6,2,7,,25,,45,,65,,87
143,6,3,,17,,38,,57,68,,90
144,1,1,,12,20,,41,,60,,82
144,1,2,2,19,,33,,54,,74,
144,1,3,4,,26,,46,59,,77,
144,2,1,,11,,32,42,,61,,84
144,2,2,5,,25,39,,55,,76,
144,2,3,8,,28,,45,,69,78,
144,3,1,7,,24,,44,,62,,85
144,3,2,9,,27,,48,,,70,86
144,3,3,,10,,37,,58,66,,90
144,4,1,,13,,30,,53,,73,81
144,4,2,1,,21,35,,,63,79,
144,4,3,,15,,36,47,56,68,,
144,5,1,3,,22,,43,,64,,83
144,5,2,,14,,31,,52,,72,87
144,5,3,,17,29,,49,,67,,89
144,6,1,,16,,34,,50,,71,80
144,6,2,6,,23,,40,51,,,88
144,6,3,,18,,38,,57,65,75,
145,1,1,3,,22,,40,,62,,81
145,1,2,,13,28,,,54,,73,89
145,1,3,,17,,39,46,59,,77,
145,2,1,,10,,32,,51,63,,82
145,2,2,5,,25,,47,,65,,85
145,2,3,9,,29,38,,55,,74,
145,3,1,,16,,33,,50,,75,84
145,3,2,7,,24,,43,,64,79,
145,3,3,,18,,35,,56,69,,87
145,4,1,,14,,31,42,,61,,88
145,4,2,1,,21,37,,53,,70,
145,4,3,6,,27,,49,58,,76,
145,5,1,,11,,34,41,,66,,80
145,5,2,2,,20,,45,,68,,90
145,5,3,8,19,,36,,57,,71,
145,6,1,4,,23,,44,,60,,83
145,6,2,,12,,30,,52,,72,86
145,6,3,,15,26,,48,,67,78,
146,1,1,,12,21,,45,,64,,81
146,1,2,,14,,32,,50,,73,86
146,1,3,6,,23,,,55,,76,89
146,2,1,,11,,33,40,54,,74,
146,2,2,2,,25,,46,,63,,82
146,2,3,,15,,37,,56,69,,87
146,3,1,,17,,35,,57,60,,83
146,3,2,5,,26,,44,,68,,88
146,3,3,,19,,39,,59,,75,90
146,4,1,3,,20,34,,51,,72,
146,4,2,7,,22,,41,58,,79,
146,4,3,,13,,36,48,,65,,80
146,5,1,1,,24,,42,,61,,84
146,5,2,9,10,,31,,52,,71,
146,5,3,,16,28,,47,,66,77,
146,6,1,,18,,30,43,,62,,85
146,6,2,4,,27,38,,53,,70,
146,6,3,8,,29,,49,,67,78,
147,1,1,,14,,30,42,,62,,81
147,1,2,1,,23,,44,57,,76,
147,1,3,,16,,32,,59,66,,85
147,2,1,3,,24,,46,51,,73,
147,2,2,,10,,33,49,,61,,87
147,2,3,9,,29,37,,55,,77,
147,3,1,,15,,34,,52,,72,86
147,3,2,5,,25,,47,,60,,88
147,3,3,,19,,36,,54,,74,89
147,4,1,,11,20,,41,,63,,80
147,4,2,2,,26,,43,,67,75,
147,4,3,,17,,39,,56,69,,82
147,5,1,4,,21,,40,,64,,84
147,5,2,,13,27,,45,,68,70,
147,5,3,7,18,,38,,58,,78,
147,6,1,,12,,31,,50,,71,83
147,6,2,6,,22,35,,53,,79,
147,6,3,8,,28,,48,,65,,90
148,1,1,,11,24,,43,,62,,80
148,1,2,,15,,31,,50,,71,83
148,1,3,6,,27,37,,54,,77,
148,2,1,,12,23,,41,,63,,85
148,2,2,,19,,34,,53,,70,87
148,2,3,5,,26,,49,,69,,89
148,3,1,4,,25,,42,,60,,84
148,3,2,,14,,35,48,,,79,86
148,3,3,,18,,38,,57,67,,90
148,4,1,1,,21,,40,,61,72,
148,4,2,7,,28,,,52,64,78,
148,4,3,,16,,33,,59,68,,81
148,5,1,,10,,30,44,,65,,82
148,5,2,2,17,,36,,51,,73,
148,5,3,9,,22,,47,55,,75,
148,6,1,3,,20,32,,56,,74,
148,6,2,8,,29,,45,,66,,88
148,6,3,,13,,39,46,58,,76,
149,1,1,,13,22,,41,,60,,82
149,1,2,1,16,,33,,51,,75,
149,1,3,,18,29,,44,59,,77,
149,2,1,,11,23,,42,,61,,84
149,2,2,2,17,,34,,55,,73,
149,2,3,,19,26,,48,,65,78,
149,3,1,5,,25,,47,,64,,87
149,3,2,9,,,30,,56,,71,90
149,3,3,,10,,37,49,,66,79,
149,4,1,,12,,32,,52,,74,81
149,4,2,3,,21,,40,58,,76,
149,4,3,6,,,36,43,,67,,88
149,5,1,,,20,31,,50,,72,83
149,5,2,4,,28,,46,,63,,85
149,5,3,,14,,38,,53,69,,89
149,6,1,,15,,35,,54,62,,80
149,6,2,7,,24,39,,57,,70,
149,6,3,8,,27,,45,,68,,86
150,1,1,2,,28,,41,,63,73,
150,1,2,,13,,30,,56,68,,81
150,1,3,8,,,35,45,,,79,90
150,2,1,,12,,31,,50,62,,82
150,2,2,1,,,,44,55,,78,84
150,2,3,,16,,36,46,,69,,86
150,3,1,3,,20,32,,54,,77,
150,3,2,,15,22,,40,,61,,85
150,3,3,5,,24,,48,,67,,87
150,4,1,,14,25,,42,,64,71,
150,4,2,7,18,,33,,,65,,80
150,4,3,9,19,,38,,52,,76,
150,5,1,,11,23,,43,,60,,83
150,5,2,,17,,34,,51,,70,88
150,5,3,6,,27,,49,59,,75,
150,6,1,4,,21,37,,53,,72,
150,6,2,,10,26,,,57,,74,89
150,6,3,,,29,39,47,58,66,,
